sample	species	date	latitude	longitude	elevation	datum	location	collectors	population	seed	notes	meta_source	parsed_date	errors
LBM01H08	Eucalyptus melliodora		-33.423	149.752	844	WGS84		Linda Broadhurst	LB-V			dp15		
LBM01H09	Eucalyptus melliodora		-33.423	149.752	844	WGS84		Linda Broadhurst	LB-V			dp15		
LBM01H10	Eucalyptus melliodora		-36.388	146.481	181	WGS84		Linda Broadhurst	LB-A			dp15		
LBM01H11	Eucalyptus melliodora		-33.416668	149.55055	712	WGS84		Linda Broadhurst	LB-1			dp15		
LBM01H12	Eucalyptus melliodora		-35.03333	147.33333	191	WGS84		Linda Broadhurst	LB-C		elevation computed from api.geonames.org/astergdem	dp15		
LBM02A01	Eucalyptus melliodora		-35.03333	147.33333	191	WGS84		Linda Broadhurst	LB-C		elevation computed from api.geonames.org/astergdem	dp15		
LBM02A03	Eucalyptus melliodora		-34.036884	148.5675	318	WGS84		Linda Broadhurst	LB-N1			dp15		
LBM02A04	Eucalyptus melliodora		-34.036884	148.5675	318	WGS84		Linda Broadhurst	LB-N1			dp15		
LBM02A08	Eucalyptus melliodora		-33.121142999999996	149.05785	709	WGS84		Linda Broadhurst	LB-J2			dp15		
LBM02A10	Eucalyptus melliodora		-33.44218	147.51628	213	WGS84		Linda Broadhurst	LB-17			dp15		
LBM02B01	Eucalyptus melliodora		-35.03333	147.33333	191	WGS84		Linda Broadhurst	LB-C		elevation computed from api.geonames.org/astergdem	dp15		
LBM02B02	Eucalyptus melliodora		-33.6166	149.64452	782	WGS84		Linda Broadhurst	LB-N2			dp15		
LBM02B03	Eucalyptus melliodora		-34.036884	148.5675	318	WGS84		Linda Broadhurst	LB-N1			dp15		
LBM02B04	Eucalyptus melliodora		-34.036884	148.5675	318	WGS84		Linda Broadhurst	LB-N1			dp15		
LBM02B05	Eucalyptus melliodora		-27.368696	152.03023	625	WGS84		Linda Broadhurst	LB-3			dp15		
LBM02B06	Eucalyptus melliodora		-33.936944	116.963333	332	WGS84		Linda Broadhurst	LB-7		elevation computed from api.geonames.org/astergdem	dp15		
LBM02B07	Eucalyptus melliodora		-35.235664	149.16422	613	WGS84		Linda Broadhurst	LB-B			dp15		
LBM02B08	Eucalyptus melliodora		-33.121142999999996	149.05785	709	WGS84		Linda Broadhurst	LB-J2			dp15		
LBM02B09	Eucalyptus melliodora		-33.44218	147.51628	213	WGS84		Linda Broadhurst	LB-17			dp15		
LBM02B11	Eucalyptus melliodora		-35.40026	149.1318	669	WGS84		Linda Broadhurst	LB-11			dp15		
LBM02B12	Eucalyptus melliodora		-36.54041	146.10739	195	WGS84		Linda Broadhurst	LB-i2			dp15		
LBM02C01	Eucalyptus melliodora		-35.03333	147.33333	191	WGS84		Linda Broadhurst	LB-C		elevation computed from api.geonames.org/astergdem	dp15		
LBM02C02	Eucalyptus melliodora		-33.6166	149.64452	782	WGS84		Linda Broadhurst	LB-N2			dp15		
LBM02C03	Eucalyptus melliodora		-34.036884	148.5675	318	WGS84		Linda Broadhurst	LB-N1			dp15		
LBM02C04	Eucalyptus melliodora		-27.368696	152.03023	625	WGS84		Linda Broadhurst	LB-3			dp15		
LBM02C05	Eucalyptus melliodora		-27.368696	152.03023	625	WGS84		Linda Broadhurst	LB-3			dp15		
LBM02C06	Eucalyptus melliodora		-33.936944	116.963333	332	WGS84		Linda Broadhurst	LB-7		elevation computed from api.geonames.org/astergdem	dp15		
LBM02C07	Eucalyptus melliodora		-35.235664	149.16422	613	WGS84		Linda Broadhurst	LB-B			dp15		
LBM02C08	Eucalyptus melliodora		-33.121142999999996	149.05785	709	WGS84		Linda Broadhurst	LB-J2			dp15		
LBM02C09	Eucalyptus melliodora		-33.44218	147.51628	213	WGS84		Linda Broadhurst	LB-17			dp15		
LBM02C10	Eucalyptus melliodora		-35.40026	149.1318	669	WGS84		Linda Broadhurst	LB-11			dp15		
LBM02C11	Eucalyptus melliodora		-35.40026	149.1318	669	WGS84		Linda Broadhurst	LB-11			dp15		
LBM02C12	Eucalyptus melliodora		-36.54041	146.10739	195	WGS84		Linda Broadhurst	LB-i2			dp15		
LBM02D01	Eucalyptus melliodora		-35.03333	147.33333	191	WGS84		Linda Broadhurst	LB-C		elevation computed from api.geonames.org/astergdem	dp15		
LBM02D02	Eucalyptus melliodora		-33.6166	149.64452	782	WGS84		Linda Broadhurst	LB-N2			dp15		
LBM02D03	Eucalyptus melliodora		-34.036884	148.5675	318	WGS84		Linda Broadhurst	LB-N1			dp15		
LBM02D04	Eucalyptus melliodora		-27.368696	152.03023	625	WGS84		Linda Broadhurst	LB-3			dp15		
LBM02D05	Eucalyptus melliodora		-27.368696	152.03023	625	WGS84		Linda Broadhurst	LB-3			dp15		
LBM02D07	Eucalyptus melliodora		-35.235664	149.16422	613	WGS84		Linda Broadhurst	LB-B			dp15		
LBM02D08	Eucalyptus melliodora		-33.121142999999996	149.05785	709	WGS84		Linda Broadhurst	LB-J2			dp15		
LBM02D09	Eucalyptus melliodora		-33.44218	147.51628	213	WGS84		Linda Broadhurst	LB-17			dp15		
LBM02D10	Eucalyptus melliodora		-35.40026	149.1318	669	WGS84		Linda Broadhurst	LB-11			dp15		
LBM02D11	Eucalyptus melliodora		-36.54041	146.10739	195	WGS84		Linda Broadhurst	LB-i2			dp15		
LBM02D12	Eucalyptus melliodora		-36.54041	146.10739	195	WGS84		Linda Broadhurst	LB-i2			dp15		
LBM02E01	Eucalyptus melliodora		-35.03333	147.33333	191	WGS84		Linda Broadhurst	LB-C		elevation computed from api.geonames.org/astergdem	dp15		
LBM02E02	Eucalyptus melliodora		-33.6166	149.64452	782	WGS84		Linda Broadhurst	LB-N2			dp15		
LBM02E03	Eucalyptus melliodora		-34.036884	148.5675	318	WGS84		Linda Broadhurst	LB-N1			dp15		
LBM02E04	Eucalyptus melliodora		-27.368696	152.03023	625	WGS84		Linda Broadhurst	LB-3			dp15		
LBM02E05	Eucalyptus melliodora		-33.936944	116.963333	332	WGS84		Linda Broadhurst	LB-7		elevation computed from api.geonames.org/astergdem	dp15		
LBM02E06	Eucalyptus melliodora		-35.235664	149.16422	613	WGS84		Linda Broadhurst	LB-B			dp15		
LBM02E07	Eucalyptus melliodora		-35.235664	149.16422	613	WGS84		Linda Broadhurst	LB-B			dp15		
LBM02E09	Eucalyptus melliodora		-33.44218	147.51628	213	WGS84		Linda Broadhurst	LB-17			dp15		
LBM02E10	Eucalyptus melliodora		-35.40026	149.1318	669	WGS84		Linda Broadhurst	LB-11			dp15		
LBM02E11	Eucalyptus melliodora		-36.54041	146.10739	195	WGS84		Linda Broadhurst	LB-i2			dp15		
LBM02E12	Eucalyptus melliodora		-36.54041	146.10739	195	WGS84		Linda Broadhurst	LB-i2			dp15		
LBM02F01	Eucalyptus melliodora		-35.03333	147.33333	191	WGS84		Linda Broadhurst	LB-C		elevation computed from api.geonames.org/astergdem	dp15		
LBM02F02	Eucalyptus melliodora		-33.6166	149.64452	782	WGS84		Linda Broadhurst	LB-N2			dp15		
LBM02F03	Eucalyptus melliodora		-34.036884	148.5675	318	WGS84		Linda Broadhurst	LB-N1			dp15		
LBM02F04	Eucalyptus melliodora		-27.368696	152.03023	625	WGS84		Linda Broadhurst	LB-3			dp15		
LBM02F06	Eucalyptus melliodora		-35.235664	149.16422	613	WGS84		Linda Broadhurst	LB-B			dp15		
LBM02F07	Eucalyptus melliodora		-33.121142999999996	149.05785	709	WGS84		Linda Broadhurst	LB-J2			dp15		
LBM02F08	Eucalyptus melliodora		-33.121142999999996	149.05785	709	WGS84		Linda Broadhurst	LB-J2			dp15		
LBM02F09	Eucalyptus melliodora		-33.44218	147.51628	213	WGS84		Linda Broadhurst	LB-17			dp15		
LBM02F10	Eucalyptus melliodora		-35.40026	149.1318	669	WGS84		Linda Broadhurst	LB-11			dp15		
LBM02F11	Eucalyptus melliodora		-36.54041	146.10739	195	WGS84		Linda Broadhurst	LB-i2			dp15		
LBM02G01	Eucalyptus melliodora		-33.6166	149.64452	782	WGS84		Linda Broadhurst	LB-N2			dp15		
LBM02G02	Eucalyptus melliodora		-33.6166	149.64452	782	WGS84		Linda Broadhurst	LB-N2			dp15		
LBM02G03	Eucalyptus melliodora		-34.036884	148.5675	318	WGS84		Linda Broadhurst	LB-N1			dp15		
LBM02G04	Eucalyptus melliodora		-27.368696	152.03023	625	WGS84		Linda Broadhurst	LB-3			dp15		
LBM02G05	Eucalyptus melliodora		-33.936944	116.963333	332	WGS84		Linda Broadhurst	LB-7		elevation computed from api.geonames.org/astergdem	dp15		
LBM02G06	Eucalyptus melliodora		-35.235664	149.16422	613	WGS84		Linda Broadhurst	LB-B			dp15		
LBM02G07	Eucalyptus melliodora		-33.121142999999996	149.05785	709	WGS84		Linda Broadhurst	LB-J2			dp15		
LBM02G08	Eucalyptus melliodora		-33.121142999999996	149.05785	709	WGS84		Linda Broadhurst	LB-J2			dp15		
LBM02G09	Eucalyptus melliodora		-33.44218	147.51628	213	WGS84		Linda Broadhurst	LB-17			dp15		
LBM02G10	Eucalyptus melliodora		-35.40026	149.1318	669	WGS84		Linda Broadhurst	LB-11			dp15		
LBM02G11	Eucalyptus melliodora		-36.54041	146.10739	195	WGS84		Linda Broadhurst	LB-i2			dp15		
LBM02G12	Eucalyptus melliodora		-33.224724	149.28056	759	WGS84		Linda Broadhurst	LB-16		elevation computed from api.geonames.org/astergdem	dp15		
LBM02H02	Eucalyptus melliodora		-33.6166	149.64452	782	WGS84		Linda Broadhurst	LB-N2			dp15		
LBM02H03	Eucalyptus melliodora		-34.036884	148.5675	318	WGS84		Linda Broadhurst	LB-N1			dp15		
LBM02H04	Eucalyptus melliodora		-27.368696	152.03023	625	WGS84		Linda Broadhurst	LB-3			dp15		
LBM02H05	Eucalyptus melliodora		-33.936944	116.963333	332	WGS84		Linda Broadhurst	LB-7		elevation computed from api.geonames.org/astergdem	dp15		
LBM02H08	Eucalyptus melliodora		-33.44218	147.51628	213	WGS84		Linda Broadhurst	LB-17			dp15		
LBM02H09	Eucalyptus melliodora		-33.44218	147.51628	213	WGS84		Linda Broadhurst	LB-17			dp15		
LBM02H10	Eucalyptus melliodora		-35.40026	149.1318	669	WGS84		Linda Broadhurst	LB-11			dp15		
LBM02H11	Eucalyptus melliodora		-36.54041	146.10739	195	WGS84		Linda Broadhurst	LB-i2			dp15		
LBM03A02	Eucalyptus melliodora		-36.6755	146.26477	236	WGS84		Linda Broadhurst	LB-2			dp15		
LBM03A11	Eucalyptus melliodora		-34.911785	148.971179	562	WGS84		Linda Broadhurst	LB-20			dp15		
LBM03B02	Eucalyptus melliodora		-36.6755	146.26477	236	WGS84		Linda Broadhurst	LB-2			dp15		
LBM03B04	Eucalyptus melliodora		-33.710145	149.52355	978	WGS84		Linda Broadhurst	LB-5			dp15		
LBM03B05	Eucalyptus melliodora		-33.710145	149.52355	978	WGS84		Linda Broadhurst	LB-5			dp15		
LBM03B07	Eucalyptus melliodora		-35.26495	147.310133	265	WGS84		Linda Broadhurst	LB-T1			dp15		
LBM03B09	Eucalyptus melliodora		-30.54493	151.79367	1055	WGS84		Linda Broadhurst	LB-K2			dp15		
LBM03B10	Eucalyptus melliodora		-30.54493	151.79367	1055	WGS84		Linda Broadhurst	LB-K2			dp15		
LBM03B11	Eucalyptus melliodora		-34.911785	148.971179	562	WGS84		Linda Broadhurst	LB-20			dp15		
LBM03C02	Eucalyptus melliodora		-36.6755	146.26477	236	WGS84		Linda Broadhurst	LB-2			dp15		
LBM03C03	Eucalyptus melliodora		-32.389167	150.881667	147	WGS84		Linda Broadhurst	LB-14			dp15		
LBM03C04	Eucalyptus melliodora		-33.710145	149.52355	978	WGS84		Linda Broadhurst	LB-5			dp15		
LBM03C05	Eucalyptus melliodora		-37.285278	143.77778	321	WGS84		Linda Broadhurst	LB-10			dp15		
LBM03C07	Eucalyptus melliodora		-35.26495	147.310133	265	WGS84		Linda Broadhurst	LB-T1			dp15		
LBM03C09	Eucalyptus melliodora		-30.54493	151.79367	1055	WGS84		Linda Broadhurst	LB-K2			dp15		
LBM03C10	Eucalyptus melliodora		-34.911785	148.971179	562	WGS84		Linda Broadhurst	LB-20			dp15		
LBM03C11	Eucalyptus melliodora		-34.911785	148.971179	562	WGS84		Linda Broadhurst	LB-20			dp15		
LBM03D01	Eucalyptus melliodora		-33.224724	149.28056	759	WGS84		Linda Broadhurst	LB-16		elevation computed from api.geonames.org/astergdem	dp15		
LBM03D02	Eucalyptus melliodora		-36.6755	146.26477	236	WGS84		Linda Broadhurst	LB-2			dp15		
LBM03D03	Eucalyptus melliodora		-32.389167	150.881667	147	WGS84		Linda Broadhurst	LB-14			dp15		
LBM03D04	Eucalyptus melliodora		-33.710145	149.52355	978	WGS84		Linda Broadhurst	LB-5			dp15		
LBM03D05	Eucalyptus melliodora		-37.285278	143.77778	321	WGS84		Linda Broadhurst	LB-10			dp15		
LBM03D06	Eucalyptus melliodora		-37.285278	143.77778	321	WGS84		Linda Broadhurst	LB-10			dp15		
LBM03D07	Eucalyptus melliodora		-35.26495	147.310133	265	WGS84		Linda Broadhurst	LB-T1			dp15		
LBM03D08	Eucalyptus melliodora		-37.179444	144.483333	517	WGS84		Linda Broadhurst	LB-19			dp15		
LBM03D09	Eucalyptus melliodora		-30.54493	151.79367	1055	WGS84		Linda Broadhurst	LB-K2			dp15		
LBM03D10	Eucalyptus melliodora		-34.911785	148.971179	562	WGS84		Linda Broadhurst	LB-20			dp15		
LBM03D11	Eucalyptus melliodora		-34.911785	148.971179	562	WGS84		Linda Broadhurst	LB-20			dp15		
LBM03E01	Eucalyptus melliodora		-36.6755	146.26477	236	WGS84		Linda Broadhurst	LB-2			dp15		
LBM03E02	Eucalyptus melliodora		-36.6755	146.26477	236	WGS84		Linda Broadhurst	LB-2			dp15		
LBM03E04	Eucalyptus melliodora		-33.710145	149.52355	978	WGS84		Linda Broadhurst	LB-5			dp15		
LBM03E06	Eucalyptus melliodora		-35.26495	147.310133	265	WGS84		Linda Broadhurst	LB-T1			dp15		
LBM03E07	Eucalyptus melliodora		-35.26495	147.310133	265	WGS84		Linda Broadhurst	LB-T1			dp15		
LBM03E08	Eucalyptus melliodora		-37.179444	144.483333	517	WGS84		Linda Broadhurst	LB-19			dp15		
LBM03E09	Eucalyptus melliodora		-30.54493	151.79367	1055	WGS84		Linda Broadhurst	LB-K2			dp15		
LBM03E10	Eucalyptus melliodora		-34.911785	148.971179	562	WGS84		Linda Broadhurst	LB-20			dp15		
LBM03E11	Eucalyptus melliodora		-36.580471	143.521639	206	WGS84		Linda Broadhurst	LB-W2			dp15		
LBM03E12	Eucalyptus melliodora		-36.580471	143.521639	206	WGS84		Linda Broadhurst	LB-W2			dp15		
LBM03F01	Eucalyptus melliodora		-36.6755	146.26477	236	WGS84		Linda Broadhurst	LB-2			dp15		
LBM03F04	Eucalyptus melliodora		-33.710145	149.52355	978	WGS84		Linda Broadhurst	LB-5			dp15		
LBM03F05	Eucalyptus melliodora		-37.285278	143.77778	321	WGS84		Linda Broadhurst	LB-10			dp15		
LBM03F06	Eucalyptus melliodora		-35.26495	147.310133	265	WGS84		Linda Broadhurst	LB-T1			dp15		
LBM03F07	Eucalyptus melliodora		-35.26495	147.310133	265	WGS84		Linda Broadhurst	LB-T1			dp15		
LBM03F08	Eucalyptus melliodora		-37.179444	144.483333	517	WGS84		Linda Broadhurst	LB-19			dp15		
LBM03F09	Eucalyptus melliodora		-30.54493	151.79367	1055	WGS84		Linda Broadhurst	LB-K2			dp15		
LBM03F10	Eucalyptus melliodora		-34.911785	148.971179	562	WGS84		Linda Broadhurst	LB-20			dp15		
LBM03F11	Eucalyptus melliodora		-36.580471	143.521639	206	WGS84		Linda Broadhurst	LB-W2			dp15		
LBM03G02	Eucalyptus melliodora		-32.389167	150.881667	147	WGS84		Linda Broadhurst	LB-14			dp15		
LBM03G05	Eucalyptus melliodora		-37.285278	143.77778	321	WGS84		Linda Broadhurst	LB-10			dp15		
LBM03G06	Eucalyptus melliodora		-35.26495	147.310133	265	WGS84		Linda Broadhurst	LB-T1			dp15		
LBM03G07	Eucalyptus melliodora		-37.179444	144.483333	517	WGS84		Linda Broadhurst	LB-19			dp15		
LBM03G08	Eucalyptus melliodora		-37.179444	144.483333	517	WGS84		Linda Broadhurst	LB-19			dp15		
LBM03G09	Eucalyptus melliodora		-30.54493	151.79367	1055	WGS84		Linda Broadhurst	LB-K2			dp15		
LBM03G10	Eucalyptus melliodora		-34.911785	148.971179	562	WGS84		Linda Broadhurst	LB-20			dp15		
LBM03G11	Eucalyptus melliodora		-36.580471	143.521639	206	WGS84		Linda Broadhurst	LB-W2			dp15		
LBM03H06	Eucalyptus melliodora		-35.26495	147.310133	265	WGS84		Linda Broadhurst	LB-T1			dp15		
LBM04A01	Eucalyptus melliodora		-36.980278	144.047611	333	WGS84		Linda Broadhurst	LB-24			dp15		
LBM04A02	Eucalyptus melliodora		-36.487921	143.891325	138	WGS84		Linda Broadhurst	LB-W3			dp15		
LBM04A03	Eucalyptus melliodora		-36.487921	143.891325	138	WGS84		Linda Broadhurst	LB-W3			dp15		
LBM04A05	Eucalyptus melliodora		-37.144361	142.839428	244	WGS84		Linda Broadhurst	LB-21			dp15		
LBM04B01	Eucalyptus melliodora		-36.980278	144.047611	333	WGS84		Linda Broadhurst	LB-24			dp15		
LBM04B02	Eucalyptus melliodora		-36.487921	143.891325	138	WGS84		Linda Broadhurst	LB-W3			dp15		
LBM04B04	Eucalyptus melliodora		-35.299683	147.165733	258	WGS84		Linda Broadhurst	LB-T3			dp15		
LBM04B06	Eucalyptus melliodora		-35.37515	147.25261	266	WGS84		Linda Broadhurst	LB-T2			dp15		
LBM04B08	Eucalyptus melliodora		-35.39474	149.677129	684	WGS84		Linda Broadhurst	LB-26		elevation computed from api.geonames.org/astergdem	dp15		
LBM04C02	Eucalyptus melliodora		-36.487921	143.891325	138	WGS84		Linda Broadhurst	LB-W3			dp15		
LBM04C03	Eucalyptus melliodora		-35.299683	147.165733	258	WGS84		Linda Broadhurst	LB-T3			dp15		
LBM04C04	Eucalyptus melliodora		-35.299683	147.165733	258	WGS84		Linda Broadhurst	LB-T3			dp15		
LBM04C05	Eucalyptus melliodora		-37.144361	142.839428	244	WGS84		Linda Broadhurst	LB-21			dp15		
LBM04C06	Eucalyptus melliodora		-35.37515	147.25261	266	WGS84		Linda Broadhurst	LB-T2			dp15		
LBM04D01	Eucalyptus melliodora		-36.980278	144.047611	333	WGS84		Linda Broadhurst	LB-24			dp15		
LBM04D02	Eucalyptus melliodora		-36.487921	143.891325	138	WGS84		Linda Broadhurst	LB-W3			dp15		
LBM04D05	Eucalyptus melliodora		-37.144361	142.839428	244	WGS84		Linda Broadhurst	LB-21			dp15		
LBM04D06	Eucalyptus melliodora		-35.37515	147.25261	266	WGS84		Linda Broadhurst	LB-T2			dp15		
LBM04D08	Eucalyptus melliodora		-35.39474	149.677129	684	WGS84		Linda Broadhurst	LB-26		elevation computed from api.geonames.org/astergdem	dp15		
LBM04E01	Eucalyptus melliodora		-36.980278	144.047611	333	WGS84		Linda Broadhurst	LB-24			dp15		
LBM04E02	Eucalyptus melliodora		-36.487921	143.891325	138	WGS84		Linda Broadhurst	LB-W3			dp15		
LBM04E03	Eucalyptus melliodora		-35.299683	147.165733	258	WGS84		Linda Broadhurst	LB-T3			dp15		
LBM04E04	Eucalyptus melliodora		-37.144361	142.839428	244	WGS84		Linda Broadhurst	LB-21			dp15		
LBM04E05	Eucalyptus melliodora		-37.144361	142.839428	244	WGS84		Linda Broadhurst	LB-21			dp15		
LBM04E06	Eucalyptus melliodora		-35.37515	147.25261	266	WGS84		Linda Broadhurst	LB-T2			dp15		
LBM04E08	Eucalyptus melliodora		-35.39474	149.677129	684	WGS84		Linda Broadhurst	LB-26		elevation computed from api.geonames.org/astergdem	dp15		
LBM04E11	Eucalyptus melliodora		-33.936944	116.963333	332	WGS84		Linda Broadhurst	LB-7		elevation computed from api.geonames.org/astergdem	dp15		
LBM04F01	Eucalyptus melliodora		-36.980278	144.047611	333	WGS84		Linda Broadhurst	LB-24			dp15		
LBM04F02	Eucalyptus melliodora		-36.487921	143.891325	138	WGS84		Linda Broadhurst	LB-W3			dp15		
LBM04F03	Eucalyptus melliodora		-35.299683	147.165733	258	WGS84		Linda Broadhurst	LB-T3			dp15		
LBM04F04	Eucalyptus melliodora		-37.144361	142.839428	244	WGS84		Linda Broadhurst	LB-21			dp15		
LBM04F05	Eucalyptus melliodora		-37.144361	142.839428	244	WGS84		Linda Broadhurst	LB-21			dp15		
LBM04F06	Eucalyptus melliodora		-35.37515	147.25261	266	WGS84		Linda Broadhurst	LB-T2			dp15		
LBM04G01	Eucalyptus melliodora		-36.980278	144.047611	333	WGS84		Linda Broadhurst	LB-24			dp15		
LBM04G02	Eucalyptus melliodora		-36.487921	143.891325	138	WGS84		Linda Broadhurst	LB-W3			dp15		
LBM04G03	Eucalyptus melliodora		-35.299683	147.165733	258	WGS84		Linda Broadhurst	LB-T3			dp15		
LBM04G04	Eucalyptus melliodora		-37.144361	142.839428	244	WGS84		Linda Broadhurst	LB-21			dp15		
LBM04G05	Eucalyptus melliodora		-35.37515	147.25261	266	WGS84		Linda Broadhurst	LB-T2			dp15		
LBM04G06	Eucalyptus melliodora		-35.37515	147.25261	266	WGS84		Linda Broadhurst	LB-T2			dp15		
LBM04G08	Eucalyptus melliodora		-35.39474	149.677129	684	WGS84		Linda Broadhurst	LB-26		elevation computed from api.geonames.org/astergdem	dp15		
LBM04H01	Eucalyptus melliodora		-36.980278	144.047611	333	WGS84		Linda Broadhurst	LB-24			dp15		
MelMosaic	Eucalyptus melliodora						Yeoval					dp15		no_latlong
NAL05	Eucalyptus microcarpa		-32.3742	147.4871	221	WGS84	Melrose-Trangie Rd, Albert Murrumbidgee NP				elevation computed from api.geonames.org/astergdem	dp15		
